compound_id,target_id,isomeric_smiles,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,exact_mol_wt,logp,tpsa,hbd,hba,rotatable_bonds,ring_count,aromatic_ring_count,heavy_atom_count,fraction_csp3,qed
57248-88-1,furin,[NH3+]CC[C@](O)(P(=O)([O-])[O-])P(=O)([O-])O,0.9932,0.9712,0.883,0.906,0.1065,0.6466,232.98652204782,-4.276099999999999,171.42,3,6,4,0,0,13,1.0,0.4117992739174065
39133-31-8,furin,CC[C@@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)[NH+](C)C,0.9192,0.911,0.9191,0.8574,0.0268,0.0059,388.21184948009005,2.3192000000000004,58.43000000000001,1,5,9,2,2,28,0.4090909090909091,0.6683936576021494
135062-02-1,furin,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-],0.9338,0.862,0.1281,0.2887,0.2279,0.0474,451.26023117991,3.885200000000003,81.7,1,5,10,3,2,33,0.4814814814814814,0.5927698191036681
13311-84-7,furin,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.9972,0.9896,0.9977,0.995,0.1704,0.0628,276.07217687200006,3.2081000000000017,72.24,1,3,3,1,1,19,0.3636363636363636,0.6801783581027343
28657-80-9,furin,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0.2304,0.7366,0.6612,0.9315,0.4735,0.0855,262.05897142000003,0.8432999999999997,90.65,1,6,2,3,2,19,0.25,0.8620783249551718
55268-74-1,furin,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,0.4268,0.8226,0.9841,0.8005,0.9002,0.7722,312.183778008,2.5349000000000004,40.620000000000005,0,2,1,4,1,23,0.5789473684210527,0.7993674496203519
16676-29-2,furin,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[N@@H+]3CC2CC2)[C@H]1O5,0.2839,0.6306,0.1188,0.2527,0.6833,0.2168,342.16998466808997,0.1082999999999998,71.2,3,4,2,6,1,25,0.65,0.7134055349712859
5633-20-5,furin,CC[NH+](CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,0.6794,0.3106,0.7321,0.1579,0.9642,0.0846,358.23767030409,1.9258000000000008,50.97,2,3,7,2,1,26,0.5909090909090909,0.5784074556823805
51-21-8,furin,O=c1[n-]cc(F)c(=O)[nH]1,0.834,0.7853,0.5241,0.4709,0.5783,0.1203,129.01057910391,-1.1686,64.03,1,2,0,1,1,9,0.0,0.4797284440768692
147526-32-7,furin,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,0.6375,0.2402,0.1489,0.4556,0.3034,0.8857,420.16166001591006,3.1834000000000016,93.48,2,5,8,4,3,31,0.28,0.5838521269593075
7279-75-6,furin,CC[C@@H]([NH2+]C(C)C)[C@@H](O)c1ccc(O)c(O)c1,0.8717,0.4188,0.8924,0.7826,0.3423,0.2153,240.15941998409,0.8815999999999995,77.30000000000001,4,3,5,1,1,17,0.5384615384615384,0.5770398019235979
96036-03-2,furin,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.4223,0.2775,0.1061,0.4674,0.5824,0.5421,383.15149190000005,-2.6688999999999936,117.59,2,6,5,3,0,26,0.7058823529411765,0.5002416120032133
220620-09-7,furin,CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.3032,0.0665,0.086,0.0132,0.6345,0.8789,585.2798632079999,-1.7106999999999926,213.16999999999996,6,10,6,4,1,42,0.5172413793103449,0.1642298537967025
167221-71-8,furin,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,0.6894,0.2172,0.1959,0.5303,0.0816,0.2861,455.090242816,4.245200000000003,90.93,1,7,7,2,1,30,0.3809523809523809,0.4847733126082574
100299-08-9,furin,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12,0.9778,0.9757,0.9415,0.9588,0.4279,0.3292,227.06868242391,-0.1878800000000005,87.14,0,6,1,3,3,17,0.1,0.5723537588411478
70288-86-7,furin,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.9906,0.5518,0.6433,0.9459,0.405,0.623,874.5078570480001,5.601400000000008,170.06,3,14,8,7,0,62,0.8125,0.2035245857212583
23651-95-8,furin,[NH3+][C@H](C(=O)[O-])[C@H](O)c1ccc(O)c(O)c1,0.9374,0.1256,0.9545,0.7922,0.7289,0.2894,213.063722452,-2.508399999999999,128.46,4,5,3,1,1,15,0.2222222222222222,0.4121284619755638
81131-70-6,furin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,0.5262,0.0455,0.6189,0.2528,0.1742,0.3514,423.2388270399099,1.1056999999999997,127.12,3,7,10,2,0,30,0.7391304347826086,0.4491618061716244
141-90-2,furin,O=c1cc[nH]c(=S)[nH]1,0.0655,0.1623,0.3236,0.0292,0.8058,0.1626,128.004433748,0.43249,48.65,2,2,0,1,1,8,0.0,0.4977020817340039
405165-61-9,furin,[NH3+][C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0.6108,0.626,0.9403,0.8283,0.1007,0.0394,394.13282388409,2.4278999999999993,90.18,2,4,3,4,2,27,0.4736842105263157,0.836095861138838
19387-91-8,furin,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.1331,0.0251,0.0189,0.0304,0.8478,0.4688,247.062676896,0.5344200000000001,95.1,0,6,5,1,1,16,0.625,0.5584635043283493
26159-34-2,furin,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,0.2884,0.6718,0.1733,0.1214,0.4964,0.2297,229.08701785591,1.7018,49.36,0,3,3,2,2,17,0.2142857142857142,0.8044886100489643
19171-19-8,furin,Nc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,0.6676,0.3694,0.2002,0.2434,0.632,0.8471,273.074955832,-0.3299999999999998,109.57,2,5,1,3,1,20,0.2307692307692307,0.5375391722332333
34552-83-5,furin,CN(C)C(=O)C(CC[N@H+]1CC[C@](O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.7429,0.7698,0.18,0.4983,0.8107,0.8802,477.23033242809,3.670900000000004,44.98,2,2,7,4,3,34,0.3448275862068966,0.5450497541894281
103177-37-3,furin,O=C(Nc1cccc2c(=O)cc(-c3nnn[n-]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.9742,0.9883,0.9319,0.9963,0.2654,0.6699,480.16772776391,4.256200000000003,121.31,1,7,9,5,5,36,0.1481481481481481,0.3107682317719643
60-56-0,furin,Cn1cc[nH]c1=S,0.992,0.9301,0.9645,0.997,0.9949,0.9756,114.025169192,1.08269,20.72,1,2,0,1,1,7,0.25,0.5004564356679512
52-01-7,furin,CC(=O)S[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,0.5395,0.5931,0.7647,0.8152,0.6906,0.7089,416.2021305039999,4.852300000000005,60.44,0,5,1,5,0,29,0.7916666666666666,0.5718459844204299
67-48-1,furin,C[N+](C)(C)CCO,0.7575,0.743,0.5863,0.6706,0.8128,0.381,104.10699048809,-0.3150999999999999,20.23,1,1,2,0,0,7,1.0,0.4761839314892425
55-06-1,furin,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc([O-])c(I)c2)c(I)c1)C(=O)[O-],0.9009,0.9488,0.3217,0.9199,0.2799,0.5855,649.7827754119099,1.2692,100.06,1,4,5,2,2,23,0.1333333333333333,0.4936869834533862
23964-57-0,furin,CCC[NH2+][C@H](C)C(=O)Nc1c(C)csc1C(=O)OC,0.999,0.8285,0.963,0.7518,0.4763,0.6517,285.12673995209,1.14352,72.01,2,4,6,1,1,19,0.5384615384615384,0.7700234013623286
19767-45-4,furin,O=S(=O)([O-])CCS,0.2369,0.0175,0.2909,0.2499,0.2291,0.3905,140.96855959991,-0.5385999999999997,57.2,1,4,2,0,0,7,1.0,0.4148740150028595
7681-93-8,furin,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],0.6143,0.9669,0.1627,0.691,0.0577,0.1658,664.2974641119099,-1.2149999999999952,233.81999999999996,6,14,3,4,0,47,0.6363636363636364,0.1534721998247157
51333-22-3,furin,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.6544,0.4123,0.4074,0.3801,0.7375,0.8038,430.2355388079999,2.7168000000000014,93.06,2,6,4,5,0,31,0.76,0.7124527920741569
78110-38-0,furin,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],0.0944,0.7637,0.811,0.3747,0.8651,0.7064,433.03730159982007,-2.8497999999999974,207.24,2,12,7,2,1,28,0.4615384615384615,0.1945331524296553
1156-19-0,furin,Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CCCCCC2)cc1,0.3675,0.4949,0.1309,0.1739,0.2367,0.7334,310.12308607990997,2.558020000000001,80.58,1,4,3,2,1,21,0.5,0.9300469389911952
83-43-2,furin,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,0.242,0.1508,0.41,0.4924,0.127,0.5034,374.20932406,1.8036,94.83,3,5,2,4,0,27,0.7272727272727273,0.685142538776804
55-98-1,furin,CS(=O)(=O)OCCCCOS(C)(=O)=O,0.045,0.3868,0.2734,0.6387,0.3209,0.3535,246.023180168,-0.2809999999999997,86.74000000000001,0,6,7,0,0,14,1.0,0.453312740145793
127-69-5,furin,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,0.344,0.1117,0.4007,0.3125,0.2207,0.4323,266.06048582391,2.26774,100.29,1,5,3,2,2,18,0.1818181818181818,0.8586254128001697
88889-14-9,furin,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,0.8453,0.7972,0.7201,0.9825,0.3506,0.6753,562.2939129899099,4.786600000000004,113.04,0,7,14,3,1,39,0.7,0.1387021303980434
138402-11-6,furin,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0.1561,0.1754,0.8798,0.913,0.5372,0.5053,427.2251830639101,4.406500000000003,85.44,0,5,7,5,3,32,0.4,0.5575984027515636
159351-69-6,furin,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0.9747,0.6491,0.7466,0.9234,0.0307,0.5481,957.581356336,6.197200000000008,204.6599999999999,3,14,9,4,0,68,0.7547169811320755,0.1339238691413767
57-83-0,furin,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.6001,0.6025,0.9425,0.6965,0.9411,0.789,314.2245802,4.723500000000005,34.14,0,2,1,4,0,23,0.8095238095238095,0.7013194281770768
55079-83-9,furin,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,0.7471,0.5239,0.4667,0.4317,0.926,0.4756,325.18091823991006,3.832360000000003,49.36,0,3,6,1,1,24,0.2857142857142857,0.5897491967203508
5451-09-2,furin,[NH3+]CC(=O)CCC(=O)[O-],0.7178,0.4809,0.9376,0.8762,0.148,0.1169,131.058243148,-2.672499999999999,84.84,1,3,4,0,0,9,0.6,0.4511127524795085
645-05-6,furin,CN(C)c1nc(N(C)C)[nH+]c(N(C)C)n1,0.9905,0.9657,0.9707,0.9768,0.0095,0.0102,211.16657102809,-0.5112999999999992,49.64000000000001,0,5,3,1,1,15,0.6666666666666666,0.6736853594290231
91832-40-5,furin,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0.649,0.6429,0.019,0.1978,0.7955,0.5586,394.0285340639101,-1.5064999999999988,161.04000000000002,3,10,5,3,1,26,0.2142857142857142,0.2350719555253545
2668-66-8,furin,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.7679,0.8515,0.9056,0.7809,0.8624,0.9117,344.23514488399996,3.9403000000000032,54.370000000000005,1,3,1,4,0,25,0.8181818181818182,0.7837023582235211
153559-49-0,furin,C=C(c1ccc(C(=O)[O-])cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0.7148,0.7022,0.9547,0.8365,0.3566,0.9584,347.20165368391,4.769020000000005,40.129999999999995,0,2,3,3,2,26,0.375,0.802266996072772
603-50-9,furin,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.9756,0.9511,0.9897,0.9084,0.193,0.3085,361.13140808800006,4.112400000000003,65.49000000000001,0,5,5,3,3,27,0.1363636363636363,0.5053017377899989
69388-84-7,furin,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,0.0149,0.0274,0.1172,0.2805,0.6194,0.9037,232.02851699991,-2.129699999999998,94.57999999999998,0,5,1,2,0,15,0.75,0.4812035402653332
159811-51-5,furin,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0.4866,0.5772,0.3969,0.5029,0.5426,0.6924,433.26169398,4.972200000000005,57.61,1,4,3,5,1,32,0.5714285714285714,0.7310140206327828
638-94-8,furin,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.8712,0.6271,0.5467,0.1288,0.1163,0.7609,416.2198887439999,2.326700000000001,93.06,2,6,2,5,0,30,0.75,0.7177493123306525
211915-06-9,furin,CCCCCCOC(=O)N/N=C/c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,0.8705,0.7116,0.0395,0.11,0.3823,0.6702,627.316917412,5.8208000000000055,140.04000000000002,2,10,16,4,4,46,0.3529411764705882,0.0685545268961589
1177-87-3,furin,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.7317,0.9399,0.1169,0.3135,0.3453,0.8079,434.210466932,2.466500000000001,100.90000000000002,2,6,3,4,0,31,0.7083333333333334,0.6621165611785135
1115-70-4,furin,CN(C)C(=[NH2+])N=C(N)N,0.7625,0.9893,0.8516,0.9561,0.5966,0.2273,130.10872180408998,-3.0634999999999986,93.23,3,0,0,0,0,9,0.5,0.2398790210468143
144689-63-4,furin,CCCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0.8992,0.9681,0.0371,0.0217,0.1032,0.6192,571.23105629191,4.189220000000003,160.47,1,11,11,5,5,42,0.3333333333333333,0.226370533291164
882-09-7,furin,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],0.0756,0.031,0.1789,0.276,0.1054,0.0784,213.03239543991,1.2472999999999996,49.36,0,3,3,1,1,14,0.3,0.759418501076922
139481-59-7,furin,CCOc1[nH+]c2cccc(C(=O)[O-])c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0.9076,0.9415,0.5758,0.9411,0.42,0.9219,439.15241204791016,1.7420999999999995,121.20000000000002,0,7,7,5,5,33,0.125,0.3785918282968155
723-46-6,furin,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,0.4981,0.2497,0.564,0.3684,0.4687,0.4645,252.04483575991,1.95932,100.29,1,5,3,2,2,17,0.1,0.8412922689957015
57-66-9,furin,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,0.0625,0.3054,0.9158,0.8652,0.3083,0.7937,284.09620263591,0.8607999999999998,77.51,0,4,7,1,1,19,0.4615384615384615,0.7437635043017546
1069-66-5,furin,CCCC(CCC)C(=O)[O-],0.9317,0.9242,0.1753,0.4677,0.2171,0.6881,143.10775329991,0.9527,40.129999999999995,0,2,5,0,0,10,0.875,0.574585486305641
15307-79-6,furin,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,0.025,0.015,0.4254,0.1934,0.472,0.7389,294.00940749990997,3.0294,52.16,1,3,4,2,2,19,0.0714285714285714,0.9429164250092252
60-32-2,furin,[NH3+]CCCCCC(=O)[O-],0.1418,0.0454,0.7231,0.8947,0.3652,0.1573,131.094628656,-1.4613999999999996,67.77,1,2,5,0,0,9,0.8333333333333334,0.4631442052192749
13647-35-3,furin,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)[C@@H](C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,0.6221,0.8534,0.1777,0.21,0.5227,0.3303,329.199093724,2.8400800000000017,73.62,1,4,0,5,0,24,0.9,0.6935956697601692
29094-61-9,furin,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.2029,0.3287,0.9792,0.925,0.7305,0.3633,445.1783753440001,2.0781199999999993,130.14999999999998,3,6,7,3,2,31,0.4285714285714285,0.5981616815314104
98319-26-7,furin,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0.9962,0.9812,0.5576,0.7241,0.5511,0.9323,372.277678392,3.8145000000000024,58.2,2,2,1,4,0,27,0.8260869565217391,0.7351466700288802
23593-75-1,furin,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1cc[nH+]c1,0.6571,0.3526,0.9782,0.4988,0.7641,0.8164,345.11530267609004,4.795800000000004,19.07,0,1,4,4,4,25,0.0454545454545454,0.473363812052741
1508-76-5,furin,O[C@@](CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,0.9139,0.771,0.1932,0.1342,0.7493,0.4163,288.23219100009,2.5233000000000008,24.67,2,1,5,3,1,21,0.6842105263157895,0.8548548283419678
6080-58-6,furin,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],0.2673,0.9009,0.532,0.2273,0.6111,0.7098,189.00517323973003,-5.252599999999999,140.62,1,7,5,0,0,13,0.5,0.4549040185598899
68-35-9,furin,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,0.3317,0.1163,0.9395,0.5399,0.0315,0.3063,249.04517010791,1.4529,100.04,1,5,3,2,2,17,0.0,0.8296184522843686
23674-86-4,furin,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.7867,0.7379,0.3165,0.4387,0.0176,0.066,508.227259868,3.5195000000000025,106.97,1,7,6,4,0,36,0.7037037037037037,0.5473104243510836
1953-02-2,furin,C[C@@H](S)C(=O)NCC(=O)[O-],0.0751,0.0172,0.1016,0.0243,0.3325,0.7808,162.02303769591,-1.8291999999999993,69.23,2,4,3,0,0,10,0.6,0.4795672584018238
356-12-7,furin,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0.3606,0.3936,0.319,0.5636,0.8307,0.3511,494.211609804,2.9376000000000015,99.13,1,7,3,5,0,35,0.7307692307692307,0.6025729235661365
624-49-7,furin,COC(=O)/C=C/C(=O)OC,0.9748,0.7155,0.3106,0.5435,0.784,0.4439,144.042258736,-0.1114000000000001,52.60000000000001,0,4,2,0,0,10,0.3333333333333333,0.4004770226950069
651-06-9,furin,COc1cnc([N-]S(=O)(=O)c2ccc(N)cc2)nc1,0.076,0.1992,0.6073,0.3486,0.0796,0.2961,279.05573479191,1.4615,109.27,1,6,4,2,2,19,0.0909090909090909,0.8483602789887748
127-56-0,furin,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,0.6323,0.4343,0.817,0.8257,0.9812,0.9407,213.03393672791,0.8777000000000003,91.33,1,4,2,1,1,14,0.125,0.7378797374208954
144-83-2,furin,Nc1ccc(S(=O)(=O)/N=c2/cccc[nH]2)cc1,0.7036,0.5227,0.6404,0.3786,0.2094,0.2562,249.057197592,0.8865,88.31,2,3,2,2,2,17,0.0,0.7744571978975259
127-79-7,furin,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1,0.3406,0.7071,0.4453,0.3721,0.2188,0.0978,263.06082017191,1.76132,100.04,1,5,3,2,2,18,0.0909090909090909,0.8502572532153353
149647-78-9,furin,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.3374,0.7826,0.0872,0.4374,0.4743,0.2422,264.1473925,2.4711,78.43,3,3,8,1,1,19,0.4285714285714285,0.3832200999836573
144-82-1,furin,Cc1nnc([N-]S(=O)(=O)c2ccc(N)cc2)s1,0.9783,0.7853,0.9711,0.4969,0.0456,0.146,269.01724110791,1.82282,100.04,1,6,3,2,2,17,0.1111111111111111,0.8564948085701725
595-33-5,furin,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.2015,0.3423,0.629,0.9819,0.634,0.7169,384.230059504,4.575300000000005,60.440000000000005,0,4,2,4,0,28,0.7083333333333334,0.6541950145872741
19356-17-3,furin,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,0.4447,0.4907,0.4764,0.5578,0.0087,0.1588,400.334130648,6.733900000000008,40.46,2,2,6,3,0,29,0.7777777777777778,0.5184686039927527
67392-87-4,furin,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,0.931,0.9392,0.753,0.603,0.7816,0.8493,366.21949482,4.305900000000004,43.370000000000005,0,3,0,7,0,27,0.8333333333333334,0.6002668837960434
80474-14-2,furin,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.967,0.4528,0.448,0.3533,0.6846,0.927,500.184429752,4.430000000000004,80.67,1,6,4,4,0,34,0.72,0.5755860893833779
71-58-9,furin,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.1048,0.3794,0.0083,0.1015,0.839,0.2959,386.245709568,4.655200000000004,60.440000000000005,0,4,2,4,0,28,0.7916666666666666,0.6479725905950843
2447-57-6,furin,COc1nc[nH]/c(=N\S(=O)(=O)c2ccc(N)cc2)c1OC,0.1772,0.3437,0.2611,0.3223,0.3527,0.0629,310.07357592799997,0.2986999999999998,119.66,2,6,4,2,2,21,0.1666666666666666,0.7836543381773021
635728-49-3,furin,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,0.9832,0.8517,0.9696,0.958,0.1523,0.1861,547.2352215239999,2.3753,140.42000000000002,3,8,11,4,2,38,0.5185185185185185,0.3644231166724813
101152-94-7,furin,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1C[NH3+],0.478,0.4622,0.7046,0.7102,0.9728,0.8065,247.18048977609,1.0545999999999998,47.95,1,1,5,2,1,18,0.5333333333333333,0.8305689644138936
124937-52-6,furin,Cc1ccc(O)c([C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)c1,0.7139,0.8448,0.8015,0.9587,0.265,0.0083,326.24784106409,3.9243200000000025,24.67,2,1,7,2,2,24,0.4545454545454545,0.7917008728090155
113852-37-2,furin,Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1,0.1655,0.1465,0.3825,0.3344,0.6958,0.0902,277.04746889382005,-2.925799999999999,153.56,2,9,6,1,1,18,0.5,0.5237483929827751
51481-61-9,furin,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,0.7854,0.759,0.8795,0.8399,0.3487,0.0321,252.115715512,0.5973999999999997,88.88999999999999,3,4,5,1,1,17,0.5,0.3089087233413526
177036-94-1,furin,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)[O-],0.327,0.7562,0.5253,0.5628,0.6697,0.8308,377.15068073191,2.1809399999999997,84.37,0,6,7,3,3,28,0.2272727272727272,0.6274711222776642
80-50-2,furin,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,0.4155,0.0461,0.0548,0.0558,0.0396,0.766,282.24275568409,3.5158000000000023,26.3,0,2,6,2,0,20,0.9411764705882352,0.5502340470711022
434-13-9,furin,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.2642,0.1648,0.9882,0.9981,0.6408,0.9693,375.2904686879101,4.172400000000003,60.36,1,3,4,4,0,27,0.9583333333333334,0.801973405237115
637-58-1,furin,CCCCOc1ccc(OCCCN2CCOCC2)cc1,0.7054,0.8179,0.9865,0.9978,0.9946,0.9287,293.199093724,2.9666000000000015,30.930000000000003,0,4,9,2,1,21,0.6470588235294118,0.6550248398751946
107724-20-9,furin,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0.0863,0.4563,0.8174,0.9647,0.6063,0.3724,414.20423867999995,3.124500000000002,82.2,0,6,1,6,0,30,0.7916666666666666,0.4843337144772066
