id,smiles,source
Z4898059691,C[C@H](NC(=O)N[C@@H]1Cc2n[nH]cc2[C@@H](C(F)(F)F)C1)C(=O)Nc1ccc(-n2cncn2)cc1,Enamine
Z2178217021,C[C@@H]1[C@H](N2CCOCC2)CCN1C(=O)c1cnc(-c2ccccc2)nc1,Enamine
Z51737753,COc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)Nc2ccc(-n3cnnn3)cc2)cc1,Enamine
Z803591176,CN(Cc1nc(=O)c2ccccc2[nH]1)C(=O)[C@H]1CC(=O)N(c2ccc3c(c2)Cc2ccccc2-3)C1,Enamine
Z1625418757,N#C[C@H](NC(=O)c1cccc(-c2nnco2)c1)c1cnn(-c2ccccc2)c1,Enamine
Z82203952,O=C(Nc1ccc(-n2cnc3ccccc32)cc1)[C@@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1,Enamine
Z4872957020,O=C1C[C@@H](CN2CCC(=O)N(Cc3ccc(-c4ccccc4)cc3)C2=O)CN1,Enamine
Z6739739958,O=S(=O)(Nc1ccc2c(c1)COCC2)c1ccc(Cn2cncn2)cc1,Enamine
Z285964714,N#Cc1ccc([N-]S(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)cc1,Enamine
Z4511123440,O=C(Cc1nc(-c2ccc(NC(=O)c3cccc(C[NH+]4CCS(=O)(=O)CC4)c3)cc2)n[nH]1)Nc1cccc(Cl)c1Cl,Enamine
